TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-03 14:35:03,1770129303444,ssdf.site/api/onboarding/complete,POST,,405,cxncw-1770129303444-c5eb6972d9db,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,10,iad1,256,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYV9X41TP35C5KH0ZQAHPV,VEC9NJE8Bc0R,1
2026-02-03 14:35:03,1770129303444,ssdf.site/api/onboarding/complete,POST,,405,cxncw-1770129303444-c5eb6972d9db,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,39,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:34:50,1770129290827,ssdf.site/api/onboarding/complete,POST,,405,dglcj-1770129290827-0c144584c0be,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,10,iad1,256,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYTXJXXWMKM1QA5Q2J44VS,VEC9NJE8Bc0R,1
2026-02-03 14:34:50,1770129290827,ssdf.site/api/onboarding/complete,POST,,405,dglcj-1770129290827-0c144584c0be,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,40,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:34:37,1770129277468,ssdf.site/api/onboarding/complete,POST,,405,jlnhk-1770129277468-1e13254ba785,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,255,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYTGH88FEC26SHFGNW636H,VEC9NJE8Bc0R,1
2026-02-03 14:34:37,1770129277468,ssdf.site/api/onboarding/complete,POST,,405,jlnhk-1770129277468-1e13254ba785,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,31,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:34:19,1770129259058,ssdf.site/api/onboarding/complete,POST,,405,9kpjj-1770129259058-29c1cb585641,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,15,iad1,255,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSYHXE5S1GJ3P13PBK49Y,VEC9NJE8Bc0R,1
2026-02-03 14:34:19,1770129259058,ssdf.site/api/onboarding/complete,POST,,405,9kpjj-1770129259058-29c1cb585641,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,BYPASS,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,38,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:34:01,1770129241857,ssdf.site/onboarding/buyer,GET,_rsc=l98n4&nxtProle=buyer,200,kkj87-1770129241857-a21580bcfea3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/onboarding/[role].rsc,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,43,iad1,260,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSDS5K8N0KCWE1PEBQQT7,8nwq8GUJb4hP,1
2026-02-03 14:34:01,1770129241857,ssdf.site/onboarding/buyer,GET,_rsc=l98n4&nxtProle=buyer,200,kkj87-1770129241857-a21580bcfea3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,254,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSDR7QKF0PWGJ7V50MFZ7,VEC9NJE8Bc0R,1
2026-02-03 14:33:58,1770129238708,ssdf.site/onboarding/buyer,GET,_rsc=p37cr&nxtProle=buyer,200,8bpdf-1770129238708-db969aea6f40,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/onboarding/[role].rsc,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,15,iad1,259,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSAQ1GS68S18S2ACP7ZC1,8nwq8GUJb4hP,1
