TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-03 14:33:58,1770129238708,ssdf.site/onboarding/buyer,GET,_rsc=p37cr&nxtProle=buyer,200,8bpdf-1770129238708-db969aea6f40,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,254,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSANYT36F0S4W970FZF2A,VEC9NJE8Bc0R,1
2026-02-03 14:33:58,1770129238356,ssdf.site/api/products,GET,search=&category=all,404,b7b2g-1770129238356-ed0edf2b8633,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,253,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYSAAV2C6QEK48DHYRT6V0,VEC9NJE8Bc0R,1
2026-02-03 14:33:58,1770129238356,ssdf.site/api/products,GET,search=&category=all,404,b7b2g-1770129238356-ed0edf2b8633,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,30,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:33:54,1770129234226,ssdf.site/api/products,GET,search=&category=all,404,lffwl-1770129234226-a605473585db,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,252,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS69VDGGHDSQJ1DG3F41R,VEC9NJE8Bc0R,1
2026-02-03 14:33:54,1770129234226,ssdf.site/api/products,GET,search=&category=all,404,lffwl-1770129234226-a605473585db,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,32,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:33:52,1770129232138,ssdf.site/api/products,GET,search=&category=all,404,6xsz8-1770129232138-6671863b5ea9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,12,iad1,250,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS48HYBNHYTD5GD04P4HH,VEC9NJE8Bc0R,1
2026-02-03 14:33:52,1770129232138,ssdf.site/api/products,GET,search=&category=all,404,6xsz8-1770129232138-6671863b5ea9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,35,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:33:52,1770129232041,ssdf.site/onboarding/seller,GET,_rsc=p37cr&nxtProle=seller,200,4289z-1770129232041-9784f61f682a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/onboarding/[role].rsc,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,36,iad1,257,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS46RHJ7S6GN10Z1FQZCT,8nwq8GUJb4hP,1
2026-02-03 14:33:52,1770129232041,ssdf.site/onboarding/seller,GET,_rsc=p37cr&nxtProle=seller,200,4289z-1770129232041-9784f61f682a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,11,iad1,249,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS45MKTSNQ0VN9TS9K9S5,VEC9NJE8Bc0R,1
2026-02-03 14:33:51,1770129231202,ssdf.site/onboarding/seller,GET,_rsc=1r34m,200,hq7ft-1770129231202-7cbaad12cc97,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,11,iad1,248,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS3B9Q4BPQ8MZEZWY0RAZ,VEC9NJE8Bc0R,1
2026-02-03 14:33:51,1770129231202,ssdf.site/onboarding/seller,GET,_rsc=1r34m,200,hq7ft-1770129231202-7cbaad12cc97,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/onboarding/[role].rsc,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,538,iad1,256,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS3C4E7EHADQP5ZXJQPB0,8nwq8GUJb4hP,1
2026-02-03 14:33:50,1770129230884,ssdf.site/,HEAD,,200,rkp8g-1770129230884-eb6947b44285,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,9,iad1,248,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS31CGZMR1AEGKXH4J93Z,VEC9NJE8Bc0R,1
2026-02-03 14:33:50,1770129230884,ssdf.site/,HEAD,,200,rkp8g-1770129230884-eb6947b44285,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,41,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:33:50,1770129230565,ssdf.site/api/products,GET,search=&category=all,404,v2kq4-1770129230565-b695530d484b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,10,iad1,248,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS2QY3JP19A6JBBWPVGG3,VEC9NJE8Bc0R,1
2026-02-03 14:33:50,1770129230565,ssdf.site/api/products,GET,search=&category=all,404,v2kq4-1770129230565-b695530d484b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/404,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,64,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
2026-02-03 14:33:50,1770129230565,ssdf.site/onboarding/buyer,GET,_rsc=1r34m&nxtProle=buyer,200,s5zdz-1770129230565-c766218e0ec5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,function,/onboarding/[role].rsc,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,468,iad1,257,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS2RJG14GH27675XKJNY4,AWTJm6VBK03p,1
2026-02-03 14:33:50,1770129230565,ssdf.site/onboarding/buyer,GET,_rsc=1r34m&nxtProle=buyer,200,s5zdz-1770129230565-c766218e0ec5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,MISS,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,18,iad1,243,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYS2QD965783KMR9VC9B5Q,VEC9NJE8Bc0R,1
2026-02-03 14:33:47,1770129227005,ssdf.site/,GET,,200,tj44c-1770129227005-4f223e09b196,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,middleware,/_middleware,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,417,iad1,241,2048,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,01KGHYRZ8WFEK73HEBAQMV86MC,VEC9NJE8Bc0R,1
2026-02-03 14:33:47,1770129227005,ssdf.site/,GET,,200,tj44c-1770129227005-4f223e09b196,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36",,production,main,HIT,static,/,ssdf.site,ssdf-crypto-marketplace-mmmcz74m2-creodamos-projects.vercel.app,dpl_5Napapwo5SUPzU4iJ1VA5ahFq5pZ,664,iad1,,,,prj_T3YDi9yBs6XMhtjnskyKVnHdSfBx,,,,,
